No,Category,Subcategory,Brand,Product_Name,Price_VND,Reviews,Rating,Fragrance_Type,Claim,Platform,Brand_Origin,Price_Tier,Brand_Status,Product_Category
54.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,the classic Bath & Body Works Gingham Body Lotion,26000.0,564.0,4.9,Floral / Citrus,"The Perfect Hot-Weather Essential; Completely Non-Sticky 24-Hour Hydration; The Ultimate ""Freshly Showered"" Signature Scent",Shopee,International,Mass,Established,Body Lotion
55.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works In the Stars Body Lotion (Decant),26000.0,564.0,4.9,Woody / Sweet / Gourmand,"The Ultimate ""Baccarat Rouge 540"" Designer Dupe; Exceptional Longevity and Scent Fixation; Rich Hydration with a Luminous Feeling",Shopee,International,Mass,Established,Body Lotion
56.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works Japanese Cherry Blossom Body Lotion (Decant),26000.0,564.0,4.9,Floral / Woody / Powdery,"Exceptional Depth and Scent Retention; Velvety Soft Skin Barrier Hydration; highly elegant, and seductive aura ",Shopee,International,Mass,Established,Body Lotion
57.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works Luminous Body Lotion (Decant),26000.0,564.0,4.9,Sweet / Gourmand / Floral,"a warm, decadent dessert sweetness and a resinous amber baseline.",Shopee,International,Mass,Established,Body Lotion
58.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works Moonlight Path Body Lotion (Decant),26000.0,564.0,4.9,Floral / Powdery,The Perfect Post-Shower Sleep Scent; Long-Lasting Soft Musk Fixation; Non-Sticky Bedtime Moisture Protection,Shopee,International,Mass,Established,Body Lotion
59.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works Rose Body Lotion. (Decant),26000.0,564.0,4.9,Floral / Fresh / Clean,"smell effortlessly elegant, soft, and highly approachable.",Shopee,International,Mass,Established,Body Lotion
60.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works Warm Vanilla Sugar Body Lotion. (Decant),26000.0,564.0,4.9,Sweet / Gourmand,"The Ultimate ""Cozy Bakery"" Comfort Vibe; Excellent Base Layering for Scent Longevity; Rich Hydration for Dry and Flaky Skin",Shopee,International,Mass,Established,Body Lotion
61.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works You're the One Body Lotion. (Decant),26000.0,564.0,4.9,Floral / Fruity,"The Ultimate ""Luxury Designer Perfume"" Dupe; Exceptional Powerhouse Scent Longevity",Shopee,International,Mass,Established,Body Lotion
62.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works Gingham Fresh Body Lotion. (Decant),26000.0,564.0,4.9,Floral / Fruity,"The Ultimate ""Clean Girl"" Daytime Scent; Perfect for School and Classroom Wear",Shopee,International,Mass,Established,Body Lotion
63.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works Dream Bright Daily Nourishing Body Lotion (236ml).,26000.0,564.0,4.9,Floral / Fruity / Sweet / Gourmand,"The Ultimate Luxury ""Designer Perfume"" Dupe; 24-Hour Daily Nourishing Moisture",Shopee,International,Mass,Established,Body Lotion
64.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Bath & Body Works Fall in Bloom Daily Nourishing Body Lotion (236ml).,26000.0,564.0,4.9,Floral / Fruity,"The Ultimate ""Burberry Her / Burberry Her Intense"" High-End Dupe; Sophisticated and Mature Aura",Shopee,International,Mass,Established,Body Lotion
65.0,Personal Care Fragrance,Body Lotion,Lucenbase,377 Niacinamide Retinol LUCENBASE (250ml).,300000.0,222.0,5.0,Fruity / Sweet / Gourmand,rapid skin-brightening; Anti-Aging & Cellular Smoothness; Deep Moisture Lock Without Stickiness ,Shopee,International,Affordable Premium,Emerging,Body Lotion
66.0,Personal Care Fragrance,Body Lotion,Johnson's,"Johnson's Japan Body Care Bright Lotion (Jasmine & White Lily), 200ml",165000.0,1200.0,5.0,Floral / Fresh / Clean,"Brightens Tone; 24-Hour Moisture; Calming Scent;  Lightweight, non-greasy milk texture melts instantly without any sticky residue.",Shopee,International,Affordable Premium,Emerging,Body Lotion
67.0,Personal Care Fragrance,Body Lotion,Johnson's,"Johnson's Japan Body Care Aroma Milk (Rose & Jasmine), 200ml",165000.0,1200.0,5.0,Floral,"24-Hour Deep Hydration; Rapid 5-Second Absorption; Premium, spa-grade essential oil fragrances linger all day or night.",Shopee,International,Affordable Premium,Emerging,Body Lotion
68.0,Personal Care Fragrance,Body Lotion,St. Ives,"St. Ives Hydrating Vitamin E & Avocado Body Lotion, 621 ml",225520.0,1000.0,5.0,Fruity / Fresh / Clean,"Deep Hydration; Natural Antioxidants; uick-absorbing, lightweight lotion melts into the skin without a sticky residue.",Shopee,Local,Mass,Established,Body Lotion
69.0,Personal Care Fragrance,Body Lotion,St. Ives,"St. Ives Smoothing Rose & Argan Oil Body Lotion, 621 ml",225520.0,1000.0,5.0,Floral,Intense Skin Smoothing; 100% Natural Moisture; Ultra-Fast Absorption,Shopee,Local,Mass,Established,Body Lotion
70.0,Personal Care Fragrance,Body Lotion,St. Ives,St. Ives Renewing Collagen & Elastin Body Lotion (621ml),219200.0,1000.0,5.0,Floral / Powdery,Youthful Renewal; Plumping Hydration; ast-absorbing texture sinks in smoothly without leaving a sticky layer.,Shopee,Local,Mass,Established,Body Lotion
71.0,Personal Care Fragrance,Body Lotion,St. Ives,St. Ives Soothing Oatmeal & Shea Butter Body Lotion (621ml),227520.0,1000.0,5.0,Sweet / Gourmand,Intense Skin Soothing; Deep Barrier Nourishment; Pure Clean Care,Shopee,Local,Mass,Established,Body Lotion
72.0,Personal Care Fragrance,Body Lotion,St. Ives,St. Ives Softening Coconut & Orchid Body Lotion (621ml),219200.0,1000.0,5.0,Floral / Sweet / Gourmand,Intense Skin Softening; Tropical Oasis Moisture; Lightweight Hydration,Shopee,Local,Mass,Established,Body Lotion
73.0,Personal Care Fragrance,Body Lotion,Dr.Bio,Dr.Bio ECO Moisturising Lotion (500g),186470.0,441.0,4.9,Floral / Powdery,100-Hour Deep Hydration; Eczema & Itch Relief; Skin Barrier Repair,Shopee,International,Mass,Emerging,Body Lotion
74.0,Personal Care Fragrance,Body Lotion,AWSOOYOR,AWSOOYOR Black Opium Perfumed Body Lotion 60g,21000.0,134.0,4.9,Woody,Long-Lasting Perfume; Deep Hydration; Rapid Melting Absorption,Shopee,International,Mass,Emerging,Body Lotion
75.0,Personal Care Fragrance,Body Lotion,De Memoria,De Memoria Scented Whitening Body Lotion - Jasmine on Moon (300ml),375000.0,1700.0,4.9,Floral / Fresh / Clean,"Brightens After 4 Weeks; Long-Lasting Perfume Trail; Deep, Smooth Hydration",Shopee,International,Affordable Premium,Established,Body Lotion
76.0,Personal Care Fragrance,Body Lotion,De Memoria,De Memoria Scented Whitening Body Lotion - Rose on Venus (300ml),375000.0,1700.0,4.9,Floral / Fruity,Intense Whitening Focus; Luxury Attracting Scent; Feather-Light Hydration,Shopee,International,Affordable Premium,Established,Body Lotion
77.0,Personal Care Fragrance,Body Lotion,De Memoria,De Memoria Scented Whitening Body Lotion - Vanilla on Mars (300ml).,375000.0,1700.0,4.9,Sweet / Gourmand,Brightens After 4 Weeks; Deep Perfumed Therapy; Gentle Formulation,Shopee,International,Affordable Premium,Established,Body Lotion
78.0,Personal Care Fragrance,Body Lotion,Garnier,Garnier Skin Naturals Bright Complete Vitamin C Body Serum Lotion (400ml),220000.0,451.0,4.9,Fruity / Citrus,Intense Whitening Boost; Deep Moisturization; Fast-Absorbing Texture,Shopee,International,Mass,Established,Body Lotion
79.0,Personal Care Fragrance,Body Lotion,Garnier,Garnier Bright Complete Extra Brightening Repairing Serum Milk UV,220000.0,451.0,4.9,Fruity / Citrus,Nourishes the skin to be radiantly bright and white; 2X Fresh Lemon Extract to deep-nourish skin tissue.,Shopee,International,Mass,Established,Body Lotion
80.0,Personal Care Fragrance,Body Lotion,Evoluderm,Evoluderm Lait Corps Protecteur Douceur d’Amande (Protective Body Lotion Sweet Almond),128457.0,343.0,4.9,Sweet / Gourmand / Powdery,"Formulated with 96% natural-origin ingredients to protect normal skin from friction; dryness while providing an ultra-melting, non-sticky protective veil",Shopee,International,Mass,Established,Body Lotion
81.0,Personal Care Fragrance,Body Lotion,Garnier,Garnier Sakura Glow (Sakura White) Nourishing Radiance Serum Milk UV,220000.0,451.0,4.9,Floral / Fruity,Enriched with Japanese Sakura Extract and Hyaluronic Acid to give a natural; radiant pinkish-white glow while delivering deep non-sticky hydration all day.,Shopee,International,Mass,Established,Body Lotion
82.0,Personal Care Fragrance,Body Lotion,Citra,Citra AHA Pearl UV Bright Lotion 300 ml,180000.0,451.0,4.9,Floral / Fresh / Clean,"Formulated with 100% Pure AHA Extract from Italy and Pink Agoya Pearls to provide a 10X UV barrier, exfoliating dull skin cells to reveal a smooth, luminous texture.",Shopee,International,Mass,Established,Body Lotion
83.0,Personal Care Fragrance,Body Lotion,Evoluderm,Evoluderm Lait Corps Hydratant Délice de Karité (Shea Delight Moisturizing Body Milk),164000.0,343.0,4.9,Floral / Sweet / Gourmand,"Enriched with nourishing Burkina Faso Shea Butter, Glycerin, and Allantoin. It features a vegan, dermatologically tested formula designed to protect and deeply repair dry skin layers without leaving a sticky film.",Shopee,International,Mass,Established,Body Lotion
84.0,Personal Care Fragrance,Body Lotion,Evoluderm,Evoluderm Lait Corps Nourrissant Carotte Vitaminée (Vitamin Carrot Nourishing Body Lotion),164000.0,343.0,4.9,Fruity / Sweet / Gourmand,"Formulated with 92% natural-origin ingredients, combining Beta-Carotene-rich carrot extract with Sunflower Seed Oil. It claims to intensely nourish dry skin, boost cellular regeneration, and reveal a natural, healthy sun-kissed glow without leaving a greasy residue.",Shopee,International,Mass,Established,Body Lotion
85.0,Personal Care Fragrance,Body Lotion,Evoluderm,Evoluderm Lait Corps Ultra-Nourrissant Argan Divin (Argan Divine Ultra-Nourishing Body Lotion),164000.0,343.0,4.9,Sweet / Gourmand,"Formulated with 92% natural-origin ingredients, combining Moroccan Argan Oil and Burkina Faso Shea Butter. It claims to deeply repair, intense-nourish, and build a protective shield over very dry skin types.",Shopee,International,Mass,Established,Body Lotion
86.0,Personal Care Fragrance,Body Lotion,Evoluderm,Evoluderm Lait Corps Hydratant Monoï à la Folie (Monoï à la Folie Moisturizing Body Milk),136600.0,343.0,4.9,Floral / Sweet / Gourmand,"Formulated with 95% natural-origin ingredients combining traditional Monoï de Tahiti oil and moisturizing glycerin. It claims to deliver instant hydration, calm skin tightness, and lock in a soft velvet texture without an oily residue.",Shopee,International,Mass,Established,Body Lotion
87.0,Personal Care Fragrance,Body Lotion,St. Ives,St. Ives Hydrating Vitamin E & Avocado Body Lotion (621ml),223045.0,150.0,5.0,Fruity / Fresh / Clean,"Formulated with plant-derived, paraben-free ingredients designed to quickly sink into dry skin layers to deliver deep skin conditioning and long-lasting softness.",Shopee,International,Mass,Established,Body Lotion
88.0,Personal Care Fragrance,Body Lotion,St. Ives,St. Ives Renewing Collagen & Elastin Body Lotion (621ml),224059.0,150.0,5.0,Floral / Powdery,"Formulated with structural proteins (Collagen & Elastin) and plant-derived humectants. It claims to advance cell renewal, firm up skin texture, and restore youthful radiance through a paraben-free, dermatologist-tested recipe.",Shopee,International,Mass,Established,Body Lotion
89.0,Personal Care Fragrance,Body Lotion,St. Ives,St. Ives Soothing Oatmeal & Shea Butter Body Lotion (621ml),226500.0,150.0,5.0,Sweet / Gourmand,"Formulated with calming oatmeal extract and protective shea butter. It claims to immediately alleviate intense skin dryness, soften rough elbows/knees, and deliver a smooth texture through a non-sticky, fast-absorbing recipe.",Shopee,International,Mass,Established,Body Lotion
90.0,Personal Care Fragrance,Body Lotion,St. Ives,St. Ives Smoothing Rose & Argan Oil Body Lotion (621ml),223045.0,150.0,5.0,Floral / Sweet / Gourmand,"Formulated with soothing rose water and conditioning argan oil. It claims to immediately improve skin suppleness, refine uneven skin texture, and restore vital radiance via a paraben-free, fast-absorbing formula.",Shopee,International,Mass,Established,Body Lotion
91.0,Personal Care Fragrance,Body Lotion,Cocoon,Dak Lak Coffee Body Butter 200ml,241000.0,0.0,,Sweet / Gourmand,"Provides deep moisture, softens skin, and fights oxidation to leave skin smooth, fresh, and radiant; formulated specifically without parabens or mineral oils.",Cocoon Vietnam,Local,Mass,Established,Body Lotion
92.0,Personal Care Fragrance,Body Lotion,DrCeutics,Niacinamide 10% + Alpha Arbutin 2% Body Lotion (200g),649000.0,1.0,5.0,Fruity / Citrus,"Helps improve skin elasticity and firmness, intensive whitening, and evening out sun tans",Tiki,Local,Affordable Premium,Emerging,Body Lotion
93.0,Personal Care Fragrance,Body Lotion,MizuMi,B3 AHA Intense White Body Booster 250g,463000.0,3.0,5.0,Fresh / Clean,"Brightens skin, reduces appearance of dark spots, promotes cell turnover, and strengthens the moisture barrier",Watsons,International,Affordable Premium,Established,Body Lotion
94.0,Personal Care Fragrance,Body Lotion,NIVEA,Vitamin Body Serum Extra Bright Super C+ 170ml,159000.0,1.0,5.0,Fruity / Citrus,"Repairs sun-damaged, dull skin while creating an effective external shield against UVA/UVB rays",Watsons,International,Mass,Established,Body Lotion
95.0,Personal Care Fragrance,Body Lotion,Hatomugi,Whitening Night Body Lotion / Moisturizing & Conditioning Body Milk (400 mL Bottle),298000.0,216.0,4.5,Fresh / Clean,"Restores skin moisture, soothes extra-dry skin textures, and naturally enhances translucent brightness over time",Tiki,International,Mass,Established,Body Lotion
96.0,Personal Care Fragrance,Body Lotion,Vaseline,Healthy Bright Gluta-Hyaluronic Acid Serum Burst UV Lotion - Flawless Bright (300ml),148000.0,8.0,5.0,Floral / Citrus,"Fights dark spots for an even-toned glow, delivers intense hydration, and shields against UV rays",Guardian,International,Mass,Established,Body Lotion
97.0,Personal Care Fragrance,Body Lotion,Vaseline,Healthy Bright Gluta-Hya Body Tone Up UV Lotion 300ml,187000.0,3.0,5.0,Floral / Powdery,"Provides a 4X instant brightened tone-up effect, moisturizes for 12 hours, and creates an external UV protective barrier",Watsons,International,Mass,Established,Body Lotion
98.0,Personal Care Fragrance,Body Lotion,Palmer,"Cocoa Butter Softens Body Lotion, Dry Skin 50ml",80000.0,0.0,,Sweet / Gourmand,"Provides a deep 48-hour moisture lock to visibly heal, smooth, and soften dry, rough skin textures",Watsons,International,Mass,Established,Body Lotion
99.0,Personal Care Fragrance,Body Lotion,Cathy Doll,Cathy Doll White Milk Shine Body Lotion 450ml,149000.0,1.0,3.0,Sweet / Gourmand,Nourishes skin deep into the cellular level with milk protein and white strawberry extracts,Guardian,International,Mass,Established,Body Lotion
100.0,Personal Care Fragrance,Body Lotion,Bath & Body Works,Touch of Gold Daily Nourishing Body Lotion,650000.0,0.0,,Fruity / Floral,Provides 48 hours of continuous moisture so your skin feels soft and nourished; formulated without parabens or artificial dyes.,Bath & Body Works,International,Mass,Emerging,Body Lotion
,Origin,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,International,82,0.82,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Local,18,0.18,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Brand Status,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Established,81,0.81,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Emerging,19,0.19,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Price Tier,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Mass,77,0.7777777778,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Affordable Premium,22,0.2222222222,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Premium,1,0.01,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Fragrance Note,Mentions,% of Total,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Fresh / Clean,25,0.1453488372,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Herbal,2,0.01162790698,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Floral,47,0.273255814,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Fruity,29,0.1686046512,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Sweet / Gourmand,40,0.2325581395,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Citrus,12,0.06976744186,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Woody,6,0.03488372093,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Oud,0,0,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Spa-inspired,0,0,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Powdery,11,0.06395348837,nan,,,,nan,,nan,nan,nan,nan,Body Lotion
,Brand,Product Count,Avg Rating,Total Reviews,,,,nan,,nan,nan,nan,nan,Body Lotion
,Bath & Body Works,18,4.9,9588,0.2903225806,,,nan,,nan,nan,nan,nan,Body Lotion
,St. Ives,9,5,5600,0.1451612903,,,nan,,nan,nan,nan,nan,Body Lotion
,Vaseline,9,4.944444444,7191,0.1451612903,,,nan,,nan,nan,nan,nan,Body Lotion
,Evoluderm,5,4.9,1715,0.08064516129,,,nan,,nan,nan,nan,nan,Body Lotion
,Nivea,4,4.775,57001,0.06451612903,,,nan,,nan,nan,nan,nan,Body Lotion
,Johnson's,4,5,4204,0.06451612903,,,nan,,nan,nan,nan,nan,Body Lotion
,LACOON,4,4.8,3864,0.06451612903,,,nan,,nan,nan,nan,nan,Body Lotion
,Garnier,3,4.9,1353,0.04838709677,,,nan,,nan,nan,nan,nan,Body Lotion
,Purité,3,4.9,1194,0.04838709677,,,nan,,nan,nan,nan,nan,Body Lotion
,Bielenda,3,4.7,531,0.04838709677,,,nan,,nan,nan,nan,nan,Body Lotion
1.0,Personal Care Fragrance,Body Wash,Dream Garden,Dream Garden Amino Acid Real Rose Petal Body Wash 400ml,338000.0,887.0,4.7,Floral,"Infused with real rose flower petals and a weak-acid amino acid surfactant base to clarify pores, soothe dryness, and leave full-body skin soft and bright.",Tiktok shop,International,Mass,Emerging,Body Wash
2.0,Personal Care Fragrance,Body Wash,Dream Garden,Dream Garden Amino Acid Real Rose Petal Body Wash 400ml,338000.0,887.0,4.7,Floral / Fresh / Clean,"Infused with real jasmine flower petals and a weak-acid amino acid surfactant base to gently cleanse, refresh dull skin tone, and deeply moisturize without stripping natural oils.",Tiktok shop,International,Mass,Emerging,Body Wash
3.0,Personal Care Fragrance,Body Wash,Dream Garden,Dream Garden Amino Acid Real Cherry Blossom Petal Body Wash 400ml,338000.0,887.0,4.7,Floral / Sweet / Gourmand,"Infused with real cherry blossom petals and a weak-acid amino acid surfactant base to gently cleanse, brighten lackluster skin tones, and leave a sweet, romantic scent.",Tiktok shop,International,Mass,Emerging,Body Wash
4.0,Personal Care Fragrance,Body Wash,Dream Garden,Dream Garden Amino Acid Real Camellia Petal Body Wash 400ml,338000.0,887.0,4.7,Floral / Sweet / Gourmand,"Infused with real camellia flower petals and a weak-acid amino acid surfactant base to deeply nourish, clarify pores, and lock in moisture for smooth, radiant skin.",Tiktok shop,International,Mass,Emerging,Body Wash
5.0,Personal Care Fragrance,Body Wash,Dream Garden,Dream Garden Amino Acid Real Flower Petal Body Wash Travel Size 100ml,146000.0,887.0,4.7,Floral / Fresh / Clean,"Travel-friendly format infused with real flower petals and amino acids to gently cleanse, hydrate, and brighten skin on the go.",Tiktok shop,International,Mass,Emerging,Body Wash
6.0,Personal Care Fragrance,Body Wash,Avatar,Avatar White Body Wash Fresh Milk and Sakura 800ml,157000.0,11400.0,4.7,Floral / Sweet / Gourmand,"Formulated with Japanese technology utilizing Niacinamide (B3), HA, and Vitamin E to deeply hydrate, brighten skin tone, and improve elasticity.",Tiktok shop,Local,Mass,Established,Body Wash
7.0,Personal Care Fragrance,Body Wash,Avatar,Avatar White Body Wash Hatomugi Moisturizing & Washing 800ml,157000.0,11400.0,4.7,Fresh / Clean / Herbal,"Leverages Hatomugi (Coix seed) extract alongside Vitamins B1, B12, and E to intensively moisturize, smooth skin texture, and support whitening.",Tiktok shop,Local,Mass,Established,Body Wash
8.0,Personal Care Fragrance,Body Wash,REDD,REDD 2in1 Perfume Hair & Body Wash Trouble Club 380ml,330000.0,689.0,4.6,Woody,Multi-tasking 2-in-1 formula with Vitamin B5 and olive oil that cleanses the body and conditions hair while retaining a long-lasting premium fragrance.,Tiktok shop,Local,Mass,Established,Body Wash
9.0,Personal Care Fragrance,Body Wash,RHYS MAN,Sữa tắm gội nam RHYS MAN 3in1 Rhys Legend 350ml,250000.0,25100.0,4.8,Fresh / Clean,"Convenient 3-in-1 multi-tasking formula that thoroughly cleanses the body, conditions hair, and washes the face while leaving a long-lasting premium fragrance.",Tiktok shop,Local,Mass,Established,Body Wash
10.0,Personal Care Fragrance,Body Wash,RHYS MAN,Sữa tắm gội nam RHYS MAN 3in1 Rhys Noble 350ml,250000.0,25100.0,4.8,Woody / Sweet / Gourmand,"Convenient 3-in-1 multi-tasking formula that thoroughly cleanses the body, conditions hair, and washes the face while leaving a long-lasting premium fragrance.",Tiktok shop,Local,Mass,Established,Body Wash
11.0,Personal Care Fragrance,Body Wash,Le Petit Marseillais,Le Petit Marseillais French Body Wash Mint Leaf Scent 250ml,272000.0,165.0,4.6,Herbal,"pH-neutral, dermatologically tested formula enriched with organic French mint leaf extract to gently cleanse, refresh, and wake up the skin with an invigorating, clean scent.",Tiktok shop,International,Mass,Established,Body Wash
12.0,Personal Care Fragrance,Body Wash,Le Petit Marseillais,Le Petit Marseillais French Body Wash Pomegranate Scent 250ml,272000.0,165.0,4.6,Fruity,"pH-neutral, dermatologically tested formula made with organic French pomegranate extract to gently cleanse, hydrate, and refresh the skin with a pleasant, mild scent.",Tiktok shop,International,Mass,Established,Body Wash
13.0,Personal Care Fragrance,Body Wash,Le Petit Marseillais,Le Petit Marseillais French Body Wash Sea Salt Scent 250ml,272000.0,165.0,4.6,Fresh / Clean,"pH-neutral, dermatologically tested formula enriched with marine minerals to gently cleanse, revitalize, and hydrate the skin with a refreshing ocean scent.",Tiktok shop,International,Mass,Established,Body Wash
14.0,Personal Care Fragrance,Body Wash,Le Petit Marseillais,Le Petit Marseillais Body Wash Raspberry & Peony 250ml,272000.0,165.0,4.6,Fruity / Floral,"pH-neutral, dermatologically tested formula with natural extracts to gently cleanse and moisturize skin.",Tiktok shop,International,Mass,Established,Body Wash
15.0,Personal Care Fragrance,Body Wash,Le Petit Marseillais,Le Petit Marseillais Body Wash Cotton & Poppy 250ml,272000.0,165.0,4.6,Fresh / Clean / Powdery / Floral,"pH-neutral, dermatologically tested formula with natural extracts to gently cleanse and moisturize skin.",Tiktok shop,International,Mass,Established,Body Wash
16.0,Personal Care Fragrance,Body Wash,Le Petit Marseillais,Le Petit Marseillais Body Wash Vanilla Milk 250ml,272000.0,165.0,4.6,Sweet / Gourmand,"pH-neutral, dermatologically tested formula with natural extracts to gently cleanse and moisturize skin.",Tiktok shop,International,Mass,Established,Body Wash
17.0,Personal Care Fragrance,Body Wash,Le Petit Marseillais,Le Petit Marseillais Body Wash Sweet Almond Milk 250ml,272000.0,165.0,4.6,Sweet / Gourmand / Powdery,"pH-neutral, dermatologically tested formula with natural extracts to gently cleanse and moisturize skin.",Tiktok shop,International,Mass,Established,Body Wash
18.0,Personal Care Fragrance,Body Wash,Le Petit Marseillais,Le Petit Marseillais Body Wash Coconut Milk 250ml,272000.0,165.0,4.6,Sweet / Gourmand / Fruity,"pH-neutral, dermatologically tested formula with natural extracts to gently cleanse and moisturize skin.",Tiktok shop,International,Mass,Established,Body Wash
19.0,Personal Care Fragrance,Body Wash,Le Petit Marseillais,Le Petit Marseillais Body Wash White Peach & Nectarine 250ml,272000.0,165.0,4.6,Fruity / Fresh / Clean,"pH-neutral, dermatologically tested formula with natural extracts to gently cleanse and moisturize skin.",Tiktok shop,International,Mass,Established,Body Wash
20.0,Personal Care Fragrance,Body Wash,Oniiz,Sữa tắm hương nước hoa nam Oniiz Men In Black 500ml,400000.0,1500.0,4.8,Woody / Oud,"High-end men's perfume shower gel formulated for deep cleansing, effective oil control, and long-lasting fragrance retention without drying out the skin.",Tiktok shop,Local,Mass,Established,Body Wash
21.0,Personal Care Fragrance,Body Wash,Oniiz,Sữa tắm hương nước hoa nam Oniiz Bel Homme 500ml,400000.0,1500.0,4.8,Fresh / Clean,"High-end men's perfume shower gel formulated for deep cleansing, effective oil control, and long-lasting fragrance retention without drying out the skin.",Tiktok shop,Local,Mass,Established,Body Wash
22.0,Personal Care Fragrance,Body Wash,NEOSKIN,NEOSKIN NeoAcnes Melaleuca Acne Body Wash 250ml,258000.0,2200.0,2.8,Herbal,"Targeted anti-acne body wash enriched with tea tree extract to deeply cleanse, soothe inflammation, and clear back and body breakouts.",Tiktok shop,Local,Mass,Established,Body Wash
23.0,Personal Care Fragrance,Body Wash,Men Stay Simplicity,Men Stay Simplicity Original Body Wash 500ml,219000.0,266.0,4.7,Spa-inspired,"Essential oil body wash formulated to deeply cleanse, eliminate body odor, provide antibacterial support, and prevent back acne without drying out the skin.",Tiktok shop,Local,Mass,Established,Body Wash
24.0,Personal Care Fragrance,Body Wash,REDD,REDD 2in1 Perfume Hair & Body Wash Majestic 380ml,345000.0,689.0,4.6,Floral,"2-in-1 Body & Hair Care / Long-lasting fragrance / Premium scent,Conditioning / Nourishing (from olive oil and Vitamin B5) / Cleansing",Tiktok shop,Local,Mass,Established,Body Wash
25.0,Personal Care Fragrance,Body Wash,REDD,REDD 2in1 Perfume Hair & Body Wash Holy Wood 380ml,345000.0,689.0,4.6,Woody,Long-lasting fragrance / Premium scent / Conditioning/ Nourishing / Cleansing / 2-in-1 Body & Hair Care,Tiktok shop,Local,Mass,Established,Body Wash
26.0,Personal Care Fragrance,Body Wash,Enchanteur,Enchanteur Romantic 650g Perfume Bath Milk,222000.0,10.0,4.6,Floral / Powdery,Moisturizing and softening skin care shower gel,Tiki,International,Mass,Established,Body Wash
27.0,Personal Care Fragrance,Body Wash,Romano,2in1 fragrance bathing Romano Grandiose 650g,209000.0,5.0,5.0,Fruity / Citrus,"Deep clean, long-lasting fragrance",Tiki,International,Mass,Established,Body Wash
28.0,Personal Care Fragrance,Body Wash,Romano,Premium Shower Milk For Male Romano Vip Premium Shower (650g),182000.0,7.0,5.0,Woody,"Deep clean, cool and refreshing",Tiki,International,Mass,Established,Body Wash
29.0,Personal Care Fragrance,Body Wash,Neutrogena,Neutrogena Rainbath Refreshing Shower & Bath Gel Fresh And Smooth 473ml,312000.0,156.0,5.0,Fresh / Clean / Citrus,Fresh and smooth / Refreshing shower and bath gel,Watsons,International,Affordable Premium,Established,Body Wash
30.0,Personal Care Fragrance,Body Wash,Johnson's,Johnson's PH 5.5 Almonds 750ml Bathing Milk,196000.0,42.0,5.0,Sweet / Gourmand,"pH 5.5 balance for healthy skin, nourishing, soap-free, infused with almond oil",Watsons,International,Mass,Established,Body Wash
31.0,Personal Care Fragrance,Body Wash,Dove,Dove Deep Moisture 900Gr Intensive Bathing Milk,243000.0,0.0,,Floral / Powdery,Bouncy and dewy skin / Glowing skin,Guardian,International,Mass,Established,Body Wash
32.0,Personal Care Fragrance,Body Wash,Orita,Orita Shower Gel Melon Mesh Cantaloupe Scented Shower Gel 1400ml,119000.0,4.0,5.0,Fruity,"Moisturizing with Vitamin B3 & B5, mild and gentle on skin",Watsons,International,Mass,Established,Body Wash
33.0,Personal Care Fragrance,Body Wash,Enchanteur,Bath Gel Enchanteur Natural Skin Care Commission 510g,162000.0,0.0,,Floral,"Natural skin care, rose infused moisturizing shower gel",Tiki,International,Mass,Established,Body Wash
